,Time,HeadYaw,HeadPitch,LShoulderPitch,LShoulderRoll,LElbowYaw,LElbowRoll,LWristYaw,LHand,RShoulderPitch,RShoulderRoll,RElbowYaw,RElbowRoll,RWristYaw,RHand,LHipYawPitch,LHipRoll,LHipPitch,LKneePitch,LAnklePitch,LAnkleRoll,RHipYawPitch,RHipRoll,RHipPitch,RKneePitch,RAnklePitch,RAnkleRoll
66,3.4999847399999453,0.0,0.0,0.930798590183,0.114730343223,-0.720726549625,-0.417970746756,0.0703920423985,0.0,0.908945679665,-0.0911702737212,0.826949834824,0.355230510235,0.108886547387,0.0,-0.0938109531999,0.0377549044788,0.132560074329,-0.0571028925478,0.0357672050595,-0.0444738268852,-0.0938109531999,-0.069626070559,0.116061076522,-0.0464085787535,0.039689656347,0.0638746395707
67,23.500084875000084,0.0,0.0,0.948581516743,0.116881631315,-0.734485387802,-0.425275802612,0.0717361941934,0.0,0.926320612431,-0.0928793773055,0.842733860016,0.361340552568,0.110965766013,0.0,-0.0955355539918,0.0384489819407,0.134997040033,-0.0581526570022,0.0364247411489,-0.0452914200723,-0.0955355539918,-0.0709060579538,0.118194714189,-0.0472617410123,0.0404193028808,0.0650488957763
68,48.500061035000044,0.0,0.0,0.97446513176,0.120080187917,-0.75516730547,-0.436140447855,0.0737384110689,0.0,0.951613306999,-0.0954720154405,0.866413116455,0.37043389678,0.114062912762,0.0,-0.098101593554,0.0394817069173,0.138622999191,-0.059714615345,0.0374030955136,-0.0465079322457,-0.098101593554,-0.0728105679154,0.121369376779,-0.0485311746597,0.0415049493313,0.066796079278
69,73.500037195,0.0,0.0,0.991028308868,0.122317992151,-0.769005477428,-0.443305552006,0.075062841177,0.0,0.967797994614,-0.0973530635238,0.882216989994,0.376436799765,0.116111621261,0.0,-0.0997970625758,0.0401640571654,0.141018778086,-0.0607466474175,0.0380495227873,-0.0473117157817,-0.0997970625758,-0.0740689337254,0.123466968536,-0.0493699274957,0.0422222688794,0.067950502038
70,98.50001335000002,0.0,0.0,1.01611936092,0.125841125846,-0.789419531822,-0.453969836235,0.0770321637392,0.0,0.99229067564,-0.10030233115,0.905574560165,0.385367631912,0.119157873094,0.0,-0.10231512785,0.041177470237,0.144576951861,-0.0622793994844,0.0390095822513,-0.0485054776073,-0.10231512785,-0.0759378299117,0.1265822649,-0.050615619868,0.0432876162231,0.0696650221944
71,119.5000410099999,0.0,0.0,1.03288209438,0.128240212798,-0.802833199501,-0.46101719141,0.0783324539661,0.0,1.00864326954,-0.10230691731,0.920940101147,0.391268253326,0.121169239283,0.0,-0.103975750506,0.0418458022177,0.146923497319,-0.0632902234793,0.0396427251399,-0.049292743206,-0.103975750506,-0.0771703347564,0.1286367625,-0.0514371357858,0.0439901910722,0.0707957148552
72,144.50001716499992,0.0,0.0,1.05794084072,0.131852418184,-0.822685241699,-0.471483558416,0.0802622362971,0.0,1.03307974339,-0.105322830379,0.943696141243,0.400030970573,0.124154344201,0.0,-0.106437258422,0.0428364537656,0.150401756167,-0.0647885501385,0.0405812226236,-0.0504596978426,-0.106437258422,-0.0789972618222,0.131682097912,-0.052654851228,0.0450316108763,0.0724717229605
73,165.00008105999996,0.0,0.0,1.07453715801,0.134247973561,-0.835744857788,-0.478384882212,0.0815339684486,0.0,1.04926025867,-0.107322134078,0.958672523499,0.405808836222,0.126121535897,0.0,-0.108057327569,0.0434884615242,0.152690991759,-0.0657746866345,0.0411989055574,-0.0512277334929,-0.108057327569,-0.0801996663213,0.133686408401,-0.0534563027322,0.0457170307636,0.0735748037696
74,190.50002098000004,0.0,0.0,1.09101581573,0.136622235179,-0.84866297245,-0.485220164061,0.0827930346131,0.0,1.06532406807,-0.109303280711,0.973489820957,0.411531418562,0.128069147468,0.0,-0.109659567475,0.0441332943738,0.154955044389,-0.0667499750853,0.0418097898364,-0.05198732391,-0.109659567475,-0.0813888460398,0.135668665171,-0.0542489364743,0.0463949106634,0.0746657550335
75,211.00008487500008,0.0,0.0,1.10735726357,0.138968810439,-0.861435949802,-0.491985231638,0.0840387418866,0.0,1.08125317097,-0.111260965466,0.988142907619,0.417195320129,0.129996076226,0.0,-0.111243076622,0.0447705872357,0.157192632556,-0.0677138566971,0.0424135327339,-0.0527380332351,-0.111243076622,-0.0825641155243,0.137627750635,-0.0550323054194,0.0470648631454,0.0757439434528
76,231.50002956499998,0.0,0.0,1.12354528904,0.141283035278,-0.87405872345,-0.498675972223,0.0852703750134,0.0,1.09703218937,-0.113191321492,1.00262546539,0.42279702425,0.131901234388,0.0,-0.112806931138,0.0453999750316,0.159402444959,-0.068665780127,0.0430097803473,-0.0534794256091,-0.112806931138,-0.0837248042226,0.139562517405,-0.0558059476316,0.0477265007794,0.0768087506294
77,252.00009346000002,0.0,0.0,1.1395663023,0.143561437726,-0.886525571346,-0.505288362503,0.0864872261882,0.0,1.11264801025,-0.115091398358,1.01693034172,0.428333193064,0.133783534169,0.0,-0.114350222051,0.0460210852325,0.161583200097,-0.069605179131,0.04359818995,-0.0542110651731,-0.114350222051,-0.0848702266812,0.141471847892,-0.0565694198012,0.0483794398606,0.0778595581651
78,277.00006962,0.0,0.0,1.16325688362,0.146906033158,-0.904919505119,-0.515051066875,0.0882832407951,0.0,1.1357396841,-0.117879800498,1.03803825378,0.436507105827,0.136561721563,0.0,-0.116624601185,0.0469364263117,0.16479703784,-0.0709896013141,0.0444653406739,-0.0552893057466,-0.116624601185,-0.0865582600236,0.144285678864,-0.0576945617795,0.04934168607,0.0794081538916
