Time,HeadYaw,HeadPitch,LShoulderPitch,LShoulderRoll,LElbowYaw,LElbowRoll,LWristYaw,LHand,RShoulderPitch,RShoulderRoll,RElbowYaw,RElbowRoll,RWristYaw,RHand,LHipYawPitch,LHipRoll,LHipPitch,LKneePitch,LAnklePitch,LAnkleRoll,RHipYawPitch,RHipRoll,RHipPitch,RKneePitch,RAnklePitch,RAnkleRoll
49.9999523163,-0.0123572051525,-0.0498566664755,1.29716861248,0.17981095612,-0.591327428818,-0.0350968725979,-0.549080729485,0.640199542046,1.29716134071,-0.179855659604,0.591303467751,0.0351613685489,0.549920976162,0.640229701996,-0.179291009903,0.102823540568,0.128901541233,-0.0923111438751,0.0874359384179,-0.130376905203,-0.179291009903,-0.102736018598,0.128826260567,-0.092327915132,0.0875125825405,0.130334332585
99.9999046326,-0.0123809259385,-0.0502562858164,1.29769980907,0.180001050234,-0.593415856361,-0.0353838950396,-0.546827614307,0.638986766338,1.29768610001,-0.180076614022,0.593375623226,0.0355009920895,0.548259317875,0.639033436775,-0.179211944342,0.102871410549,0.128949418664,-0.0923019647598,0.087411776185,-0.130392715335,-0.179211944342,-0.102736018598,0.128833070397,-0.092327915132,0.0875304490328,0.130326852202
141.000032425,-0.0124094793573,-0.0507387071848,1.29838395119,0.180244624615,-0.596115231514,-0.0357949733734,-0.543918311596,0.637520968914,1.29836165905,-0.180359885097,0.596054017544,0.0359784327447,0.546113789082,0.637587487698,-0.179116770625,0.10292904079,0.129007041454,-0.09229093045,0.0873827040195,-0.130411759019,-0.179116770625,-0.102736018598,0.128841385245,-0.092327915132,0.087552011013,0.130317866802
190.00005722,-0.0124610122293,-0.0516127720475,1.29969501495,0.180709034204,-0.601303875446,-0.0366422384977,-0.538331568241,0.634860932827,1.29965615273,-0.180900365114,0.601202607155,0.0369516946375,0.541993677616,0.634963274002,-0.17894500494,0.103033043444,0.129111036658,-0.0922709926963,0.0873302295804,-0.130446106195,-0.17894500494,-0.102736018598,0.128856599331,-0.092327915132,0.0875910669565,0.130301624537
240.000009537,-0.0125009361655,-0.0522925779223,1.30075573921,0.181083187461,-0.605506837368,-0.0373612903059,-0.533809423447,0.632788717747,1.30070316792,-0.181335970759,0.605373203754,0.0377722904086,0.538658678532,0.632918834686,-0.178811937571,0.103113614023,0.129191622138,-0.0922555550933,0.0872895792127,-0.130472719669,-0.178811937571,-0.102736018598,0.128868564963,-0.092327915132,0.0876214429736,0.130289047956
289.999961853,-0.0125687718391,-0.0534524358809,1.30261802673,0.181737795472,-0.61288779974,-0.038673710078,-0.525872409344,0.629247248173,1.30254113674,-0.182098150253,0.612697601318,0.0392626598477,0.532805263996,0.629424512386,-0.178585842252,0.103250518441,0.129328519106,-0.092229321599,0.08722050488,-0.130517944694,-0.178585842252,-0.102736018598,0.12888918817,-0.092327915132,0.0876732468605,0.13026766479
339.999914169,-0.0126190604642,-0.0543159209192,1.30403447151,0.182234063745,-0.61849963665,-0.0397066101432,-0.519840598106,0.626606225967,1.30393898487,-0.182675883174,0.618266522884,0.0404307097197,0.528356909752,0.626818418503,-0.17841821909,0.103352017701,0.129430010915,-0.0922098755836,0.0871692970395,-0.130551472306,-0.17841821909,-0.102736018598,0.128904730082,-0.092327915132,0.0877118185163,0.130251839757
389.999866486,-0.0127016883343,-0.0557410083711,1.30641114712,0.183063685894,-0.627905845642,-0.0414969660342,-0.509734451771,0.622239530087,1.30628418922,-0.183641448617,0.627600967884,0.0424474142492,0.52090382576,0.622509241104,-0.178142815828,0.103518769145,0.12959676981,-0.0921779125929,0.0870851576328,-0.130606546998,-0.178142815828,-0.102736018598,0.128930658102,-0.092327915132,0.0877754464746,0.130225792527
440.00005722,-0.0127613367513,-0.056774456054,1.30815708637,0.183670714498,-0.634806454182,-0.0428537726402,-0.502323031425,0.619067192078,1.30800688267,-0.184347689152,0.634448945522,0.0439701713622,0.515438020229,0.619378328323,-0.177944004536,0.103639148176,0.12971714139,-0.0921548455954,0.0870244279504,-0.130646303296,-0.177944004536,-0.102736018598,0.128949686885,-0.092327915132,0.087821573019,0.130207002163
490.999937057,-0.0128572480753,-0.0584442131221,1.31100678444,0.184656977654,-0.646051347256,-0.0451384447515,-0.490249603987,0.613931596279,1.31081855297,-0.185494676232,0.645608305931,0.0465250611305,0.506534099579,0.614309489727,-0.177624329925,0.10383272171,0.129910707474,-0.0921177566051,0.0869267657399,-0.130710244179,-0.177624329925,-0.102736018598,0.128980800509,-0.092327915132,0.0878960937262,0.130176782608
539.999961853,-0.0129252476618,-0.0596339143813,1.31305360794,0.185361772776,-0.654114246368,-0.046830624342,-0.481595396996,0.610265374184,1.31283807755,-0.186313971877,0.653609931469,0.0484108366072,0.500151753426,0.61069047451,-0.177397668362,0.103969953954,0.130047932267,-0.0920914560556,0.0868575200438,-0.130755573511,-0.177397668362,-0.102736018598,0.129003241658,-0.092327915132,0.0879491791129,0.130155354738
580.999851227,-0.0129963075742,-0.0608822777867,1.3152128458,0.186101749539,-0.662606298923,-0.0486603230238,-0.472482889891,0.606412112713,1.31496834755,-0.187173902988,0.662037432194,0.0504442714155,0.493431478739,0.60688662529,-0.177160829306,0.10411336273,0.130191355944,-0.0920639708638,0.0867851674557,-0.130802944303,-0.177160829306,-0.102736018598,0.129027023911,-0.092327915132,0.0880048647523,0.130132973194
